-1.000001e0 6.6666069e-1 1.97257e-2 1.97257e-2
-6.666681e-1 6.6666069e-1 3.701936e-2 3.701936e-2
-3.3333511e-1 6.6666069e-1 6.452206e-2 6.452206e-2
-2.12e-6 6.6666069e-1 1.0442e-1 1.0442e-1
3.3333089e-1 6.6666069e-1 1.5694e-1 1.5694e-1
6.6666388e-1 6.6666069e-1 2.1904e-1 2.1904e-1
9.9999687e-1 6.6666069e-1 2.8386e-1 2.8386e-1
1.33332986e0 6.6666069e-1 3.4167e-1 3.4167e-1
1.6666629e0 6.6666069e-1 3.8179e-1 3.8179e-1
1.9999959e0 6.6666069e-1 3.962e-1 3.962e-1
2.3333289e0 6.6666069e-1 3.8179e-1 3.8179e-1
2.6666618e0 6.6666069e-1 3.4167e-1 3.4167e-1
2.9999948e0 6.6666069e-1 2.8386e-1 2.8386e-1
3.3333278e0 6.6666069e-1 2.1904e-1 2.1904e-1
3.6666608e0 6.6666069e-1 1.5694e-1 1.5694e-1
3.9999937e0 6.6666069e-1 1.0442e-1 1.0442e-1
4.3333267e0 6.6666069e-1 6.452206e-2 6.452206e-2
4.6666597e0 6.6666069e-1 3.70201e-2 3.70201e-2
4.9999927e0 6.6666069e-1 1.97257e-2 1.97257e-2
5.3333257e0 6.6666069e-1 9.759346e-3 9.759346e-3
5.6666586e0 6.6666069e-1 4.483524e-3 4.483524e-3
5.9999916e0 6.6666069e-1 1.912698e-3 1.912698e-3

-2.0e0 9.9999368e-1 1.272664e-3 1.272664e-3
-1.666667e0 9.9999368e-1 2.983276e-3 2.983276e-3
-1.333334e0 9.9999368e-1 6.49298e-3 6.49298e-3
-1.000001e0 9.9999368e-1 1.312482e-2 1.312482e-2
-6.666681e-1 9.9999368e-1 2.46338e-2 2.46338e-2
-3.3333511e-1 9.9999368e-1 4.293085e-2 4.293085e-2
-2.12e-6 9.9999368e-1 6.94825e-2 6.94825e-2
3.3333089e-1 9.9999368e-1 1.0442e-1 1.0442e-1
6.6666388e-1 9.9999368e-1 1.4572e-1 1.4572e-1
9.9999687e-1 9.9999368e-1 1.8884e-1 1.8884e-1
1.33332986e0 9.9999368e-1 2.2734e-1 2.2734e-1
1.6666629e0 9.9999368e-1 2.5406e-1 2.5406e-1
1.9999959e0 9.9999368e-1 2.6366e-1 2.6366e-1
2.3333289e0 9.9999368e-1 2.5406e-1 2.5406e-1
2.6666618e0 9.9999368e-1 2.2734e-1 2.2734e-1
2.9999948e0 9.9999368e-1 1.8884e-1 1.8884e-1
3.3333278e0 9.9999368e-1 1.4572e-1 1.4572e-1
3.6666608e0 9.9999368e-1 1.0442e-1 1.0442e-1
3.9999937e0 9.9999368e-1 6.948312e-2 6.948312e-2
4.3333267e0 9.9999368e-1 4.293147e-2 4.293147e-2
4.6666597e0 9.9999368e-1 2.46338e-2 2.46338e-2
4.9999927e0 9.9999368e-1 1.312482e-2 1.312482e-2
5.3333257e0 9.9999368e-1 6.49298e-3 6.49298e-3
5.6666586e0 9.9999368e-1 2.983276e-3 2.983276e-3
5.9999916e0 9.9999368e-1 1.272664e-3 1.272664e-3

-2.0e0 1.33332668e0 7.863307e-4 7.863307e-4
-1.666667e0 1.33332668e0 1.843211e-3 1.843211e-3
-1.333334e0 1.33332668e0 4.011732e-3 4.011732e-3
-1.000001e0 1.33332668e0 8.108522e-3 8.108522e-3
-6.666681e-1 1.33332668e0 1.521866e-2 1.521866e-2
-3.3333511e-1 1.33332668e0 2.652603e-2 2.652603e-2
-2.12e-6 1.33332668e0 4.293085e-2 4.293085e-2
3.3333089e-1 1.33332668e0 6.452206e-2 6.452206e-2
6.6666388e-1 1.33332668e0 9.004715e-2 9.004715e-2
9.9999687e-1 1.33332668e0 1.1671e-1 1.1671e-1
1.33332986e0 1.33332668e0 1.4043e-1 1.4043e-1
1.6666629e0 1.33332668e0 1.5694e-1 1.5694e-1
1.9999959e0 1.33332668e0 1.6283e-1 1.6283e-1
2.3333289e0 1.33332668e0 1.5694e-1 1.5694e-1
2.6666618e0 1.33332668e0 1.4043e-1 1.4043e-1
2.9999948e0 1.33332668e0 1.1671e-1 1.1671e-1
3.3333278e0 1.33332668e0 9.004915e-2 9.004915e-2
3.6666608e0 1.33332668e0 6.452206e-2 6.452206e-2
3.9999937e0 1.33332668e0 4.293147e-2 4.293147e-2
4.3333267e0 1.33332668e0 2.652603e-2 2.652603e-2
4.6666597e0 1.33332668e0 1.522162e-2 1.522162e-2
4.9999927e0 1.33332668e0 8.108522e-3 8.108522e-3
5.3333257e0 1.33332668e0 4.012534e-3 4.012534e-3
5.6666586e0 1.33332668e0 1.843211e-3 1.843211e-3
5.9999916e0 1.33332668e0 7.86412e-4 7.86412e-4

-2.0e0 1.6666597e0 4.511821e-4 4.511821e-4
-1.666667e0 1.6666597e0 1.057489e-3 1.057489e-3
-1.333334e0 1.6666597e0 2.302078e-3 2.302078e-3
-1.000001e0 1.6666597e0 4.652583e-3 4.652583e-3
-6.666681e-1 1.6666597e0 8.733186e-3 8.733186e-3
-3.3333511e-1 1.6666597e0 1.522162e-2 1.522162e-2
-2.12e-6 1.6666597e0 2.46338e-2 2.46338e-2
3.3333089e-1 1.6666597e0 3.701936e-2 3.701936e-2
6.6666388e-1 1.6666597e0 5.16648e-2 5.16648e-2
9.9999687e-1 1.6666597e0 6.695628e-2 6.695628e-2
1.33332986e0 1.6666597e0 8.057872e-2 8.057872e-2
1.6666629e0 1.6666597e0 9.004715e-2 9.004715e-2
1.9999959e0 1.6666597e0 9.344592e-2 9.344592e-2
2.3333289e0 1.6666597e0 9.004915e-2 9.004915e-2
2.6666618e0 1.6666597e0 8.057872e-2 8.057872e-2
2.9999948e0 1.6666597e0 6.695717e-2 6.695717e-2
3.3333278e0 1.6666597e0 5.166528e-2 5.166528e-2
3.6666608e0 1.6666597e0 3.70201e-2 3.70201e-2
3.9999937e0 1.6666597e0 2.46338e-2 2.46338e-2
4.3333267e0 1.6666597e0 1.522162e-2 1.522162e-2
4.6666597e0 1.6666597e0 8.733186e-3 8.733186e-3
4.9999927e0 1.6666597e0 4.652583e-3 4.652583e-3
5.3333257e0 1.6666597e0 2.302078e-3 2.302078e-3
5.6666586e0 1.6666597e0 1.057489e-3 1.057489e-3
5.9999916e0 1.6666597e0 4.511821e-4 4.511821e-4

-2.0e0 1.9999927e0 2.40367e-4 2.40367e-4
-1.666667e0 1.9999927e0 5.634476e-4 5.634476e-4
-1.333334e0 1.9999927e0 1.226427e-3 1.226427e-3
-1.000001e0 1.9999927e0 2.478906e-3 2.478906e-3
-6.666681e-1 1.9999927e0 4.652583e-3 4.652583e-3
-3.3333511e-1 1.9999927e0 8.108522e-3 8.108522e-3
-2.12e-6 1.9999927e0 1.312482e-2 1.312482e-2
3.3333089e-1 1.9999927e0 1.97257e-2 1.97257e-2
6.6666388e-1 1.9999927e0 2.752861e-2 2.752861e-2
9.9999687e-1 1.9999927e0 3.567358e-2 3.567358e-2
1.33332986e0 1.9999927e0 4.293085e-2 4.293085e-2
1.6666629e0 1.9999927e0 4.797655e-2 4.797655e-2
1.9999959e0 1.9999927e0 4.978621e-2 4.978621e-2
2.3333289e0 1.9999927e0 4.797655e-2 4.797655e-2
2.6666618e0 1.9999927e0 4.293147e-2 4.293147e-2
2.9999948e0 1.9999927e0 3.567358e-2 3.567358e-2
3.3333278e0 1.9999927e0 2.752861e-2 2.752861e-2
3.6666608e0 1.9999927e0 1.97257e-2 1.97257e-2
3.9999937e0 1.9999927e0 1.312482e-2 1.312482e-2
4.3333267e0 1.9999927e0 8.108522e-3 8.108522e-3
4.6666597e0 1.9999927e0 4.652583e-3 4.652583e-3
4.9999927e0 1.9999927e0 2.478906e-3 2.478906e-3
5.3333257e0 1.9999927e0 1.226427e-3 1.226427e-3
5.6666586e0 1.9999927e0 5.634476e-4 5.634476e-4
5.9999916e0 1.9999927e0 2.40367e-4 2.40367e-4

-2.0e0 2.3333257e0 1.189198e-4 1.189198e-4
-1.666667e0 2.3333257e0 2.787628e-4 2.787628e-4
-1.333334e0 2.3333257e0 6.067255e-4 6.067255e-4
-1.000001e0 2.3333257e0 1.226427e-3 1.226427e-3
-6.666681e-1 2.3333257e0 2.302078e-3 2.302078e-3
-3.3333511e-1 2.3333257e0 4.011732e-3 4.011732e-3
-2.12e-6 2.3333257e0 6.49298e-3 6.49298e-3
3.3333089e-1 2.3333257e0 9.759346e-3 9.759346e-3
6.6666388e-1 2.3333257e0 1.361842e-2 1.361842e-2
9.9999687e-1 2.3333257e0 1.764961e-2 1.764961e-2
1.33332986e0 2.3333257e0 2.124065e-2 2.124065e-2
1.6666629e0 2.3333257e0 2.373642e-2 2.373642e-2
1.9999959e0 2.3333257e0 2.46338e-2 2.46338e-2
2.3333289e0 2.3333257e0 2.373642e-2 2.373642e-2
2.6666618e0 2.3333257e0 2.124065e-2 2.124065e-2
2.9999948e0 2.3333257e0 1.765158e-2 1.765158e-2
3.3333278e0 2.3333257e0 1.361842e-2 1.361842e-2
3.6666608e0 2.3333257e0 9.759346e-3 9.759346e-3
3.9999937e0 2.3333257e0 6.49298e-3 6.49298e-3
4.3333267e0 2.3333257e0 4.012534e-3 4.012534e-3
4.6666597e0 2.3333257e0 2.302078e-3 2.302078e-3
4.9999927e0 2.3333257e0 1.226427e-3 1.226427e-3
5.3333257e0 2.3333257e0 6.068536e-4 6.068536e-4
5.6666586e0 2.3333257e0 2.787628e-4 2.787628e-4
5.9999916e0 2.3333257e0 1.18932e-4 1.18932e-4

-2.0e0 2.6666586e0 5.46349e-5 5.46349e-5
-1.666667e0 2.6666586e0 1.280675e-4 1.280675e-4
-1.333334e0 2.6666586e0 2.787628e-4 2.787628e-4
-1.000001e0 2.6666586e0 5.634476e-4 5.634476e-4
-6.666681e-1 2.6666586e0 1.057489e-3 1.057489e-3
-3.3333511e-1 2.6666586e0 1.843211e-3 1.843211e-3
-2.12e-6 2.6666586e0 2.983276e-3 2.983276e-3
3.3333089e-1 2.6666586e0 4.483524e-3 4.483524e-3
6.6666388e-1 2.6666586e0 6.257112e-3 6.257112e-3
9.9999687e-1 2.6666586e0 8.108522e-3 8.108522e-3
1.33332986e0 2.6666586e0 9.759346e-3 9.759346e-3
1.6666629e0 2.6666586e0 1.090599e-2 1.090599e-2
1.9999959e0 2.6666586e0 1.131703e-2 1.131703e-2
2.3333289e0 2.6666586e0 1.090599e-2 1.090599e-2
2.6666618e0 2.6666586e0 9.759346e-3 9.759346e-3
2.9999948e0 2.6666586e0 8.108522e-3 8.108522e-3
3.3333278e0 2.6666586e0 6.257112e-3 6.257112e-3
3.6666608e0 2.6666586e0 4.483524e-3 4.483524e-3
3.9999937e0 2.6666586e0 2.983276e-3 2.983276e-3
4.3333267e0 2.6666586e0 1.843211e-3 1.843211e-3
4.6666597e0 2.6666586e0 1.057489e-3 1.057489e-3
4.9999927e0 2.6666586e0 5.634476e-4 5.634476e-4
5.3333257e0 2.6666586e0 2.787628e-4 2.787628e-4
5.6666586e0 2.6666586e0 1.280675e-4 1.280675e-4
5.9999916e0 2.6666586e0 5.46349e-5 5.46349e-5

-2.0e0 2.9999916e0 2.331187e-5 2.331187e-5
-1.666667e0 2.9999916e0 5.46349e-5 5.46349e-5
-1.333334e0 2.9999916e0 1.18932e-4 1.18932e-4
-1.000001e0 2.9999916e0 2.40367e-4 2.40367e-4
-6.666681e-1 2.9999916e0 4.511821e-4 4.511821e-4
-3.3333511e-1 2.9999916e0 7.86412e-4 7.86412e-4
-2.12e-6 2.9999916e0 1.272664e-3 1.272664e-3
3.3333089e-1 2.9999916e0 1.912698e-3 1.912698e-3
6.6666388e-1 2.9999916e0 2.669296e-3 2.669296e-3
9.9999687e-1 2.9999916e0 3.459846e-3 3.459846e-3
1.33332986e0 2.9999916e0 4.163351e-3 4.163351e-3
1.6666629e0 2.9999916e0 4.652583e-3 4.652583e-3
1.9999959e0 2.9999916e0 4.827948e-3 4.827948e-3
2.3333289e0 2.9999916e0 4.652583e-3 4.652583e-3
2.6666618e0 2.9999916e0 4.163351e-3 4.163351e-3
2.9999948e0 2.9999916e0 3.459846e-3 3.459846e-3
3.3333278e0 2.9999916e0 2.669566e-3 2.669566e-3
3.6666608e0 2.9999916e0 1.912698e-3 1.912698e-3
3.9999937e0 2.9999916e0 1.272664e-3 1.272664e-3
4.3333267e0 2.9999916e0 7.86412e-4 7.86412e-4
4.6666597e0 2.9999916e0 4.511821e-4 4.511821e-4
4.9999927e0 2.9999916e0 2.40367e-4 2.40367e-4
5.3333257e0 2.9999916e0 1.18932e-4 1.18932e-4
5.6666586e0 2.9999916e0 5.46349e-5 5.46349e-5
5.9999916e0 2.9999916e0 2.331187e-5 2.331187e-5
